product_id,name,quantity_in_stock,unit_price
474,"MINI CAKE STAND T-LIGHT HOLDER",129,14.03
475,"ROUND CAKE TIN VINTAGE RED",4,97.03
476,"WELCOME  WOODEN BLOCK LETTERS",102,34.93
477,"BLACK TEA,COFFEE,SUGAR JARS",1,49.58
478,"VANILLA INCENSE 40 CONES IN TIN",28,39.18
479,"COLUMBIAN CANDLE RECTANGLE",77,45.62
480,"ENGLISH ROSE SPIRIT LEVEL",111,35.02
481,"SMALL SQUARE CUT GLASS CANDLESTICK",106,44.55
482,"LADYBIRD + BEE RAFFIA FOOD COVER",124,37.93
483,"ARMY CAMO BOOKCOVER TAPE",74,45.45
484,"CARROT CHARLIE+LOLA COASTER SET",79,95.82
485,"DOG BOWL CHASING BALL DESIGN",89,72.84
486,"UNION STRIPE WITH FRINGE  HAMMOCK",36,44.09
487,"RETROSPOT SMALL TUBE MATCHES",21,35.87
488,"CREAM WALL PLANTER HEART SHAPED",16,25.79
489,"CHILDS GARDEN SPADE BLUE",119,33.49
490,"SKULLS STORAGE BOX SMALL",105,47.17
491,"200 BENDY SKULL STRAWS",82,14.61
492,"COLOUR GLASS T-LIGHT HOLDER HANGING",91,78.89
493,"SPACEBOY GIFT WRAP",143,69.30
494,"BLUE GLASS CHUNKY CHARM BRACELET",25,26.64
495,"BLACK+WHITE NECKLACE W TASSEL",31,53.90
496,"AMBER CHUNKY GLASS+BEAD NECKLACE",12,67.39
497,"GINGHAM ROSE WRAP",147,47.75
498,"FOOD/DRINK SPONGE STICKERS",59,33.52
499,"PINK HEART SHAPE PHOTO FRAME",64,65.31
500,"LILAC DIAMANTE PEN IN GIFT BOX",99,90.88
501,"SILVER DIAMANTE PEN IN GIFT BOX",32,9.52
502,"BLUE JUICY FRUIT PHOTO FRAME",53,62.74
503,"GREEN JUICY FRUIT PHOTO FRAME",113,24.19
504,"36 FOIL STAR CAKE CASES",142,66.73
505,"S/4 VALENTINE DECOUPAGE HEART BOX",112,66.23
506,"BASKET OF FLOWERS SEWING KIT",106,64.43
507,"TRIPLE PHOTO FRAME CORNICE",3,27.06
508,"SET OF 4 NAPKIN CHARMS CUTLERY",69,18.60
509,"VINTAGE CREAM 3 BASKET CAKE STAND",94,30.23
510,"DIAMANTE BOW BROOCH BLACK COLOUR",43,7.04
511,"DIAMANTE BOW BROOCH GREEN COLOUR",85,12.37
512,"DIAMANTE BOW BROOCH RED COLOUR",50,25.18
513,"LILY BROOCH AMETHYST COLOUR",68,90.47
514,"PAIR OF ENAMEL BUTTERFLY HAIRCLIP",76,95.94
515,"AMETHYST DIAMANTE EXPANDABLE RING",31,60.47
516,"BLACK DIAMANTE EXPANDABLE RING",21,48.92
517,"PURPLE GEMSTONE BRACELET",46,21.51
518,"PURPLE GEMSTONE NECKLACE 45CM",134,9.05
519,"5 STRAND GLASS NECKLACE BLACK",82,70.39
520,"DROP DIAMANTE EARRINGS CRYSTAL",21,84.50
521,"AMETHYST HOOP EARRING FLORAL LEAF",20,81.09
522,"HANGING BAUBLE T-LIGHT HOLDER LARGE",94,54.16
523,"GOLD PRINT PAPER BAG",125,9.33
524,"RED TEA TOWEL CLASSIC DESIGN",4,23.49
525,"CLAM SHELL LARGE",93,78.65
526,"COCKLE SHELL DISH",150,74.03
527,"PARTY PIZZA DISH RED RETROSPOT",92,34.34
528,"PINK TALL PORCELAIN T-LIGHT HOLDER",139,57.97
529,"WHITE TALL PORCELAIN T-LIGHT HOLDER",23,43.54
530,"TV DINNER TRAY DOLLY GIRL",7,37.58
531,"CLAM SHELL SMALL",74,12.54
532,"BLACK RECORD COVER FRAME",98,65.22
533,"CHRYSANTHEMUM POCKET BOOK",68,56.81
534,"GARDEN PATH POCKET BOOK",13,71.12
535,"RED DAISY POCKET BOOK",150,57.11
536,"BLUE PAISLEY POCKET BOOK",145,21.17
537,"BIRTHDAY PARTY CORDON BARRIER TAPE",125,43.15
538,"FROG SOCK PUPPET",127,74.38
539,"PINK HORSE SOCK PUPPET",69,15.86
540,"BLUE GEISHA GIRL",47,12.94
541,"GREEN GEISHA GIRL",9,6.95
542,"PINK SWEETHEART BRACELET",136,18.91
543,"PURPLE SWEETHEART BRACELET",78,71.12
544,"SPACEBOY CHILDRENS EGG CUP",116,65.66
545,"MOBILE VINTAGE HEARTS",130,33.16
546,"SET OF 2 TEA TOWELS APPLE AND PEARS",78,6.65
547,"6 ROCKET BALLOONS",88,53.99
548,"CAKE STAND VICTORIAN FILIGREE MED",145,54.35
549,"BLACK WINE GLASS",65,43.14
550,"CLASSICAL ROSE CANDLESTAND",53,92.32
551,"BLACK CHAMPAGNE GLASS",10,12.12
552,"FRIDGE MAGNETS LA VIE EN ROSE",46,88.51
553,"YELLOW GIANT GARDEN THERMOMETER",8,71.14
554,"PINK DOUGHNUT TRINKET POT",83,42.86
555,"LARGE HANGING IVORY & RED WOOD BIRD",38,94.55
556,"WRAP, BILLBOARD FONTS DESIGN",18,29.46
557,"GIFT BAG PSYCHEDELIC APPLES",136,50.37
558,"CARD PSYCHEDELIC APPLES",77,38.76
559,"BLACK ENCHANTED FOREST PLACEMAT",67,78.18
560,"FOREST GREEN JUMPER",12,99.13
561,"RED RETROSPOT TAPE",147,95.92
562,"4 ROSE PINK DINNER CANDLES",20,40.39
563,"4 SKY BLUE DINNER CANDLES",78,61.58
564,"TWO DOOR CURIO CABINET",99,47.69
565,"3 TRADITIONAL COOKIE CUTTERS  SET",3,22.78
566,"PORCELAIN ROSE SMALL",118,4.03
567,"Bank Charges",123,63.94
568,"WHITE SPOT RED CERAMIC DRAWER KNOB",69,38.71
569,"LOVE GARLAND PAINTED ZINC",70,77.61
570,"BLACK CANDELABRA T-LIGHT HOLDER",16,84.06
571,"HANGING JAM JAR T-LIGHT HOLDER",104,85.71
572,"MAGIC DRAWING SLATE PURDEY",128,48.13
573,"MAGIC DRAWING SLATE BAKE A CAKE",63,37.77
574,"MEASURING TAPE BABUSHKA BLUE",64,99.79
575,"IVORY EMBROIDERED QUILT",146,90.52
576,"FELT FARM ANIMAL WHITE BUNNY",5,54.96
577,"LOVELY BONBON STICKER SHEET",137,79.25
578,"SNOWSTORM PHOTO FRAME FRIDGE MAGNET",1,52.10
579,"VINTAGE BLUE TINSEL REEL",28,44.36
580,"MIRROR LOVE BIRD T-LIGHT HOLDER",148,39.03
581,"BLACK LOVE BIRD T-LIGHT HOLDER",61,53.41
582,"JARDIN ETCHED GLASS BUTTER DISH",43,33.54
583,"SPACE CADET BLACK",7,40.34
584,"SPACE CADET RED",41,81.09
585,"SPACE CADET WHITE",129,81.05
586,"AIRLINE BAG VINTAGE JET SET WHITE",147,58.43
587,"RED POLKADOT PUDDING BOWL",106,8.33
588,"BLUE POLKADOT PUDDING BOWL",140,3.47
589,"ILLUSTRATED CAT BOWL",36,75.98
590,"TOAST ITS - BEST MUM",30,91.73
591,"TOAST ITS - DINOSAUR",90,33.78
592,"DOLLY GIRL CHILDRENS EGG CUP",37,64.35
593,"CHILDRENS DOLLY GIRL MUG",82,53.54
594,"GARDEN PATH SKETCHBOOK",90,72.54
595,"RED POLKADOT COFFEE  MUG",38,61.88
596,"BLUE POLKADOT COFFEE MUG",128,21.12
597,"SET/12 TAPER CANDLES",37,76.85
598,"CITRONELLA CANDLE GARDEN POT",107,28.99
599,"MAKE YOUR OWN MONSOON CARD KIT",111,73.13
600,"SWIRLY CIRCULAR RUBBERS IN BAG",102,74.55
601,"WOODLAND DESIGN  COTTON TOTE BAG",120,70.25
602,"COSY HOUR GIANT TUBE MATCHES",9,26.66
603,"WOODLAND STORAGE BOX SMALL",55,75.92
604,"SET OF 72 GREEN PAPER DOILIES",126,46.55
605,"SKULLS  DESIGN  COTTON TOTE BAG",33,59.92
606,"FLOWER BURST SILVER RING CRYSTAL",137,26.84
607,"RETRO MOD TRAY",138,61.89
608,"ENAMEL FIRE BUCKET CREAM",73,96.07
609,"AIRLINE LOUNGE,METAL SIGN",137,30.02
610,"KEY FOB , BACK DOOR",50,15.09
611,"KEY FOB , GARAGE DESIGN",16,71.52
612,"KEY FOB , SHED",36,55.35
613,"KEY FOB , FRONT  DOOR",79,76.57
614,"CARD CAT AND TREE",35,47.97
615,"CARD CIRCUS PARADE",48,51.27
616,"CARD PARTY GAMES",135,71.78
617,"CARD BILLBOARD FONT",90,27.77
618,"BOTANICAL LAVENDER BIRTHDAY CARD",49,73.90
619,"VINTAGE RED TEATIME MUG",24,57.87
620,"MIRRORED DISCO BALL",109,46.75
621,"DISCO BALL ROTATOR BATTERY OPERATED",102,12.39
622,"WOODEN OWLS LIGHT GARLAND",33,29.88
623,"GAOLERS KEYS DECORATIVE GARDEN",113,39.60
624,"KIDS RAIN MAC BLUE",111,16.07
625,"BIRD DECORATION RED RETROSPOT",58,60.23
626,"WOODEN SCHOOL COLOURING SET",103,89.90
627,"PACK OF 12 TRADITIONAL CRAYONS",15,2.46
628,"VINTAGE BILLBOARD TEA MUG",95,70.20
629,"MONEY BOX CONFECTIONERY DESIGN",92,75.40
630,"WOODEN TREE CHRISTMAS SCANDINAVIAN",125,91.79
631,"KITCHEN METAL SIGN",20,59.34
632,"GLASS CLOCHE SMALL",91,24.62
633,"ASSORTED COLOUR T-LIGHT HOLDER",81,15.79
634,"WEEKEND BAG VINTAGE ROSE PAISLEY",35,70.58
635,"CERAMIC CAKE BOWL + HANGING CAKES",6,5.01
636,"CHRISTMAS CARD SCREEN PRINT",8,95.66
637,"CHRISTMAS CARD STACK OF PRESENTS",104,87.56
638,"BROCADE RING PURSE",14,96.82
639,"POLYESTER FILLER PAD 40x40cm",39,2.27
640,"IVORY PILLAR CANDLE SILVER FLOCK",52,93.32
641,"SILVER FISHING GNOME",111,11.44
642,"ROUND SNACK BOXES SET OF 4 FRUITS",39,1.28
643,"PARTY INVITES JAZZ HEARTS",79,98.10
644,"PARTY INVITES DINOSAURS",19,62.01
645,"NUMBER TILE COTTAGE GARDEN 9",11,2.62
646,"NUMBER TILE COTTAGE GARDEN 1",148,43.54
647,"NUMBER TILE COTTAGE GARDEN No",142,73.47
648,"ENAMEL WATERING CAN CREAM",37,63.80
649,"DOORSTOP RETROSPOT HEART",72,89.44
650,"SET OF 3 BLACK FLYING DUCKS",0,22.90
651,"BROCANTE SHELF WITH HOOKS",103,63.42
652,"BLUE/CREAM STRIPE CUSHION COVER",92,28.52
653,"UNION STRIPE CUSHION COVER",59,71.73
654,"KEY CABINET MA CAMPAGNE",45,76.50
655,"CREAM CUPID HEARTS COAT HANGER",124,97.88
656,"CREAM SWEETHEART MINI CHEST",54,19.82
657,"HANGING METAL HEART LANTERN",35,9.24
658,"HANGING METAL STAR LANTERN",141,66.20
659,"PEACE SMALL WOOD LETTERS",145,10.47
660,"DINOSAUR PARTY BAG + STICKER SET",122,21.94
661,"EUCALYPTUS & PINECONE  WREATH",131,38.31
662,"VINTAGE RED KITCHEN CABINET",55,67.42
663,"LARGE CAKE STAND HANGING HEARTS",55,65.06
664,"RED RETROSPOT SHOPPING BAG",138,8.66
665,"TEA TIME TABLE CLOTH",18,77.01
666,"TEA TIME KITCHEN APRON",140,2.73
667,"RED DINER WALL CLOCK",98,91.02
668,"WRAP PINK FAIRY CAKES",150,20.47
669,"WRAP ENGLISH ROSE",137,71.02
670,"WOOD S/3 CABINET ANT WHITE FINISH",109,55.13
671,"WRAP  PINK FLOCK",6,41.99
672,"PACK OF 12 RED RETROSPOT TISSUES",14,53.64
673,"12 PENCILS TALL TUBE POSY",140,93.99
674,"TUB 24 PINK FLOWER PEGS",112,72.42
675,"PINK POLKADOT WRAP",4,88.94
676,"FENG SHUI PILLAR CANDLE",76,21.45
677,"CHINESE DRAGON PAPER LANTERNS",77,91.59
678,"VINTAGE KID DOLLY CARD",121,41.76
679,"SWALLOWS GREETING CARD",66,61.32
680,"GIN & TONIC DIET GREETING CARD",13,7.92
681,"FANCY FONT BIRTHDAY CARD,",71,40.09
682,"ELEPHANT, BIRTHDAY CARD,",100,49.45
683,"CAKE STAND WHITE TWO TIER LACE",24,75.95
684,"FIRST AID TIN",138,7.05
685,"PICTURE FRAME WOOD TRIPLE PORTRAIT",100,6.69
686,"CREAM SWEETHEART LETTER RACK",14,75.69
687,"36 PENCILS TUBE WOODLAND",17,73.27
688,"PINK HAPPY BIRTHDAY BUNTING",23,67.11
689,"JUMBO BAG CHARLIE AND LOLA TOYS",101,97.74
690,"AGED GLASS SILVER T-LIGHT HOLDER",24,63.50
691,"GLITTER STAR GARLAND WITH BELLS",78,22.89
692,"FOLDING UMBRELLA RED/WHITE POLKADOT",19,46.29
693,"36 PENCILS TUBE SKULLS",125,96.76
694,"36 PENCILS TUBE RED RETROSPOT",94,21.24
695,"RECIPE BOX RETROSPOT",76,91.73
696,"SET/5 RED RETROSPOT LID GLASS BOWLS",133,78.61
697,"ENAMEL FLOWER JUG CREAM",63,79.63
698,"SWEETHEART WIRE MAGAZINE RACK",0,14.44
699,"RED SPOT CERAMIC DRAWER KNOB",81,14.66
700,"SET/6 BEAD COASTERS GAUZE BAG GOLD",128,45.46
701,"GROW YOUR OWN HERBS SET OF 3",81,84.63
702,"GROW YOUR OWN FLOWERS SET OF 3",0,45.25
703,"CHEST OF DRAWERS GINGHAM HEART",22,90.36
704,"WOODEN ROUNDERS GARDEN SET",126,66.35
705,"WOODEN CROQUET GARDEN SET",119,10.66
706,"FELTCRAFT PRINCESS OLIVIA DOLL",122,81.43
707,"WHITE CHRISTMAS STAR DECORATION",1,96.44
708,"ALARM CLOCK BAKELIKE IVORY",107,62.51
709,"DOORMAT MERRY CHRISTMAS RED",19,55.44
710,"CARDHOLDER GINGHAM CHRISTMAS TREE",35,33.27
711,"PARTY CONES CANDY ASSORTED",134,85.16
712,"CABIN BAG VINTAGE PAISLEY",38,90.10
713,"CLASSICAL ROSE SMALL VASE",121,89.85
714,"SAVE THE PLANET MUG",96,86.01
715,"HAND WARMER RED POLKA DOT",81,41.79
716,"FAMILY ALBUM WHITE PICTURE FRAME",54,35.85
717,"FAUX FUR CHOCOLATE THROW",103,85.02
718,"RIBBON REEL LACE DESIGN",92,32.32
719,"LUSH GREENS RIBBONS",18,79.79
720,"BRIGHT BLUES RIBBONS",121,58.95
721,"URBAN BLACK RIBBONS",11,71.92
722,"GLASS STAR FROSTED T-LIGHT HOLDER",102,16.50
723,"CERAMIC CAKE STAND + HANGING CAKES",133,25.62
724,"PINK POLKADOT BOWL",95,50.49
725,"PACK OF 6 SANDCASTLE FLAGS ASSORTED",49,59.73
726,"ROUND CAKE TIN VINTAGE GREEN",21,71.33
727,"PACK OF 6 SWEETIE GIFT BOXES",133,81.76
728,"PACK OF 6 PANNETONE GIFT BOXES",1,32.28
729,"BEADED PEARL HEART WHITE ON STICK",36,28.63
730,"CHILDS BREAKFAST SET CIRCUS PARADE",28,89.96
731,"FROG CANDLE",54,14.19
732,"VINTAGE RED MUG",62,78.30
733,"RETROSPOT CHILDRENS APRON",58,90.99
734,"MULTICOLOUR 3D BALLS GARLAND",111,9.29
735,"LOVE LARGE WOOD LETTERS",24,82.77
736,"SET OF 6 FUNKY BEAKERS",118,66.22
737,"GLASS  BEURRE DISH",4,16.42
738,"CHOCOLATE THIS WAY METAL SIGN",51,3.92
739,"EMPIRE BIRTHDAY CARD",109,81.18
740,"OVAL WALL MIRROR DIAMANTE",57,16.84
741,"METAL 4 HOOK HANGER FRENCH CHATEAU",105,44.48
742,"MILK PAN PINK POLKADOT",75,19.86
743,"METAL SIGN NEIGHBOURHOOD WITCH",47,96.41
744,"ENAMEL MEASURING JUG CREAM",46,8.24
745,"PINK BABY BUNTING",68,81.35
746,"PHOTO FRAME CORNICE",119,75.07
747,"SOLDIERS EGG CUP",94,3.28
748,"S/15 SILVER GLASS BAUBLES IN BAG",102,69.20
749,"TEATIME FUNKY FLOWER BACKPACK FOR 2",108,99.67
750,"HEARTS WRAPPING TAPE",95,75.13
