id,order_id,product_id,quantity,unit_price
2258,2258,691,10,22.89
2259,2259,446,14,88.24
2260,2260,155,12,90.08
2261,2261,186,14,96.57
2262,2262,466,4,79.97
2263,2263,271,7,55.58
2264,2264,705,12,10.66
2265,2265,462,14,64.57
2266,2266,194,14,84.17
2267,2267,335,5,55.76
2268,2268,342,9,41.70
2269,2269,706,11,81.43
2270,2270,253,3,49.69
2271,2271,647,8,73.47
2272,2272,223,1,94.97
2273,2273,674,11,72.42
2274,2274,450,14,67.85
2275,2275,226,1,44.16
2276,2276,532,4,65.22
2277,2277,479,12,45.62
2278,2278,50,14,47.01
2279,2279,311,2,23.09
2280,2280,653,7,71.73
2281,2281,85,7,88.08
2282,2282,715,9,41.79
2283,2283,317,13,6.19
2284,2284,191,3,33.52
2285,2285,2,4,31.89
2286,2286,188,15,39.54
2287,2287,184,5,69.30
2288,2288,354,1,40.99
2289,2289,467,12,37.55
2290,2290,521,1,81.09
2291,2291,457,5,74.62
2292,2292,720,11,58.95
2293,2293,728,11,32.28
2294,2294,728,6,32.28
2295,2295,709,6,55.44
2296,2296,608,13,96.07
2297,2297,163,7,12.01
2298,2298,489,11,33.49
2299,2299,457,5,74.62
2300,2300,68,15,99.52
2301,2301,467,5,37.55
2302,2302,632,1,24.62
2303,2303,259,4,40.68
2304,2304,146,3,8.34
2305,2305,705,2,10.66
2306,2306,87,6,95.03
2307,2307,568,4,38.71
2308,2308,328,10,84.65
2309,2309,686,6,75.69
2310,2310,195,2,85.80
2311,2311,419,15,58.34
2312,2312,8,11,40.41
2313,2313,282,2,2.33
2314,2314,637,1,87.56
2315,2315,86,6,69.63
2316,2316,22,2,45.79
2317,2317,599,6,73.13
2318,2318,679,11,61.32
2319,2319,96,5,75.21
2320,2320,695,14,91.73
2321,2321,185,13,80.81
2322,2322,338,3,55.76
2323,2323,387,4,86.59
2324,2324,171,15,92.42
2325,2325,442,3,34.02
2326,2326,198,12,41.56
2327,2327,411,12,62.92
2328,2328,713,6,89.85
2329,2329,82,8,16.96
2330,2330,519,14,70.39
2331,2331,99,9,60.06
2332,2332,438,2,21.90
2333,2333,392,10,7.19
2334,2334,644,6,62.01
2335,2335,546,8,6.65
2336,2336,49,14,55.95
2337,2337,103,3,26.28
2338,2338,369,6,50.78
2339,2339,35,12,70.73
2340,2340,567,9,63.94
2341,2341,480,6,35.02
2342,2342,699,3,14.66
2343,2343,553,12,71.14
2344,2344,670,11,55.13
2345,2345,190,1,1.95
2346,2346,438,9,21.90
2347,2347,119,13,89.84
2348,2348,31,2,60.36
2349,2349,547,5,53.99
2350,2350,393,15,11.40
2351,2351,321,1,50.26
2352,2352,427,2,39.14
2353,2353,422,8,35.49
2354,2354,77,1,75.31
2355,2355,618,15,73.90
2356,2356,607,2,61.89
2357,2357,433,6,27.26
2358,2358,344,9,97.07
2359,2359,419,5,58.34
2360,2360,313,1,16.35
2361,2361,309,5,8.39
2362,2362,604,8,46.55
2363,2363,593,15,53.54
2364,2364,404,12,63.09
2365,2365,241,7,51.31
2366,2366,741,15,44.48
2367,2367,731,6,14.19
2368,2368,680,9,7.92
2369,2369,458,7,17.06
2370,2370,248,9,99.78
2371,2371,616,7,71.78
2372,2372,88,4,13.14
2373,2373,89,5,68.94
2374,2374,179,1,18.52
2375,2375,630,15,91.79
2376,2376,362,12,54.60
2377,2377,670,11,55.13
2378,2378,14,14,37.54
2379,2379,308,8,16.91
2380,2380,749,10,99.67
2381,2381,570,8,84.06
2382,2382,602,4,26.66
2383,2383,548,6,54.35
2384,2384,184,4,69.30
2385,2385,25,9,97.41
2386,2386,325,8,36.17
2387,2387,49,2,55.95
2388,2388,21,8,60.12
2389,2389,705,11,10.66
2390,2390,461,13,80.09
2391,2391,190,9,1.95
2392,2392,318,6,55.70
2393,2393,269,7,47.10
2394,2394,389,5,94.58
2395,2395,388,9,60.37
2396,2396,23,2,72.21
2397,2397,452,6,60.59
2398,2398,688,6,67.11
2399,2399,586,7,58.43
2400,2400,114,11,22.09
2401,2401,310,2,5.22
2402,2402,458,7,17.06
2403,2403,612,2,55.35
2404,2404,183,3,96.01
2405,2405,579,8,44.36
2406,2406,95,7,23.48
2407,2407,237,4,39.00
2408,2408,150,1,80.57
2409,2409,40,14,69.36
2410,2410,498,8,33.52
2411,2411,119,12,89.84
2412,2412,600,6,74.55
2413,2413,394,14,77.60
2414,2414,169,11,55.67
2415,2415,413,12,44.27
2416,2416,59,7,50.29
2417,2417,553,6,71.14
2418,2418,336,2,43.03
2419,2419,23,14,72.21
2420,2420,607,15,61.89
2421,2421,713,3,89.85
2422,2422,246,6,94.25
2423,2423,588,6,3.47
2424,2424,704,7,66.35
2425,2425,255,14,79.94
2426,2426,664,11,8.66
2427,2427,302,1,87.79
2428,2428,268,5,59.82
2429,2429,432,2,33.49
2430,2430,607,2,61.89
2431,2431,237,12,39.00
2432,2432,113,12,4.19
2433,2433,605,1,59.92
2434,2434,435,12,22.43
2435,2435,360,7,51.17
2436,2436,496,7,67.39
2437,2437,647,14,73.47
2438,2438,247,11,44.59
2439,2439,45,5,23.40
2440,2440,232,8,92.25
2441,2441,276,9,2.45
2442,2442,682,12,49.45
2443,2443,331,14,36.60
2444,2444,360,12,51.17
2445,2445,58,12,35.80
2446,2446,707,15,96.44
2447,2447,362,13,54.60
2448,2448,439,12,20.39
2449,2449,358,2,5.26
2450,2450,472,6,96.67
2451,2451,534,2,71.12
2452,2452,506,10,64.43
2453,2453,178,10,73.85
2454,2454,119,13,89.84
2455,2455,63,4,49.60
2456,2456,706,2,81.43
2457,2457,341,4,73.19
2458,2458,338,7,55.76
2459,2459,665,8,77.01
2460,2460,61,14,64.65
2461,2461,560,3,99.13
2462,2462,366,4,53.78
2463,2463,151,13,48.30
2464,2464,403,1,8.21
2465,2465,65,6,33.15
2466,2466,614,5,47.97
2467,2467,623,10,39.60
2468,2468,523,9,9.33
2469,2469,748,11,69.20
2470,2470,669,3,71.02
2471,2471,351,9,36.85
2472,2472,496,13,67.39
2473,2473,678,7,41.76
2474,2474,401,6,81.05
2475,2475,722,5,16.50
2476,2476,154,3,64.06
2477,2477,104,5,93.66
2478,2478,58,4,35.80
2479,2479,729,2,28.63
2480,2480,469,11,40.76
2481,2481,159,14,91.71
2482,2482,137,4,65.14
2483,2483,207,4,70.54
2484,2484,624,12,16.07
2485,2485,248,4,99.78
2486,2486,116,2,31.30
2487,2487,589,5,75.98
2488,2488,344,11,97.07
2489,2489,703,15,90.36
2490,2490,233,1,46.12
2491,2491,555,4,94.55
2492,2492,575,8,90.52
2493,2493,458,12,17.06
2494,2494,566,3,4.03
2495,2495,706,14,81.43
2496,2496,332,4,10.21
2497,2497,291,11,11.52
2498,2498,458,5,17.06
2499,2499,668,11,20.47
2500,2500,465,8,10.60
2501,2501,318,7,55.70
2502,2502,197,9,69.23
2503,2503,32,8,4.78
2504,2504,315,14,56.61
2505,2505,731,3,14.19
2506,2506,458,10,17.06
2507,2507,97,15,31.80
2508,2508,612,3,55.35
2509,2509,516,5,48.92
2510,2510,744,13,8.24
2511,2511,671,1,41.99
2512,2512,373,12,42.45
2513,2513,600,3,74.55
2514,2514,381,12,63.25
2515,2515,105,2,42.67
2516,2516,132,1,22.76
2517,2517,343,14,18.55
2518,2518,569,15,77.61
2519,2519,316,8,72.35
2520,2520,622,1,29.88
2521,2521,661,4,38.31
2522,2522,691,8,22.89
2523,2523,721,6,71.92
2524,2524,29,10,63.67
2525,2525,233,7,46.12
2526,2526,326,14,52.55
2527,2527,182,1,51.37
2528,2528,682,1,49.45
2529,2529,612,9,55.35
2530,2530,265,13,61.99
2531,2531,240,4,78.61
2532,2532,402,5,3.99
2533,2533,540,13,12.94
2534,2534,745,3,81.35
2535,2535,604,15,46.55
2536,2536,36,1,44.66
2537,2537,616,6,71.78
2538,2538,720,4,58.95
2539,2539,254,5,18.21
2540,2540,607,2,61.89
2541,2541,26,12,77.15
2542,2542,555,3,94.55
2543,2543,446,8,88.24
2544,2544,568,13,38.71
2545,2545,748,1,69.20
2546,2546,537,4,43.15
2547,2547,440,1,86.21
2548,2548,590,4,91.73
2549,2549,127,4,34.47
2550,2550,364,10,64.35
2551,2551,688,9,67.11
2552,2552,99,2,60.06
2553,2553,680,14,7.92
2554,2554,102,6,29.94
2555,2555,721,3,71.92
2556,2556,299,2,67.61
2557,2557,82,14,16.96
2558,2558,260,7,11.95
2559,2559,305,12,61.94
2560,2560,743,1,96.41
2561,2561,548,6,54.35
2562,2562,514,12,95.94
2563,2563,173,1,5.09
2564,2564,73,13,30.13
2565,2565,598,8,28.99
2566,2566,518,12,9.05
2567,2567,47,6,83.99
2568,2568,181,1,87.83
2569,2569,11,8,93.78
2570,2570,265,14,61.99
2571,2571,538,7,74.38
2572,2572,396,5,23.11
2573,2573,366,2,53.78
2574,2574,640,11,93.32
2575,2575,601,4,70.25
2576,2576,337,14,45.29
2577,2577,631,9,59.34
2578,2578,645,2,2.62
2579,2579,580,5,39.03
2580,2580,215,9,58.80
2581,2581,85,6,88.08
2582,2582,528,1,57.97
2583,2583,137,2,65.14
2584,2584,598,12,28.99
2585,2585,329,13,96.43
2586,2586,600,8,74.55
2587,2587,511,5,12.37
2588,2588,8,9,40.41
2589,2589,4,13,35.37
2590,2590,747,5,3.28
2591,2591,723,5,25.62
2592,2592,621,3,12.39
2593,2593,186,4,96.57
2594,2594,565,15,22.78
2595,2595,18,13,92.90
2596,2596,643,9,98.10
2597,2597,163,11,12.01
2598,2598,386,4,99.10
2599,2599,691,9,22.89
2600,2600,45,14,23.40
2601,2601,400,4,65.13
2602,2602,364,9,64.35
2603,2603,621,6,12.39
2604,2604,514,5,95.94
2605,2605,704,6,66.35
2606,2606,479,14,45.62
2607,2607,281,11,60.14
2608,2608,719,7,79.79
2609,2609,501,10,9.52
2610,2610,347,1,57.36
2611,2611,232,9,92.25
2612,2612,117,1,73.62
2613,2613,638,4,96.82
2614,2614,592,12,64.35
2615,2615,292,2,36.81
2616,2616,435,9,22.43
2617,2617,549,13,43.14
2618,2618,689,10,97.74
2619,2619,299,10,67.61
2620,2620,175,5,17.86
2621,2621,727,10,81.76
2622,2622,109,14,72.34
2623,2623,615,7,51.27
2624,2624,498,6,33.52
2625,2625,646,3,43.54
2626,2626,232,2,92.25
2627,2627,724,7,50.49
2628,2628,671,14,41.99
2629,2629,433,7,27.26
2630,2630,153,10,38.56
2631,2631,215,1,58.80
2632,2632,616,4,71.78
2633,2633,185,9,80.81
2634,2634,577,3,79.25
2635,2635,78,9,22.92
2636,2636,160,10,92.45
2637,2637,564,15,47.69
2638,2638,89,3,68.94
2639,2639,252,6,52.32
2640,2640,244,13,13.51
2641,2641,461,13,80.09
2642,2642,75,6,94.96
2643,2643,490,12,47.17
2644,2644,724,11,50.49
2645,2645,651,15,63.42
2646,2646,331,14,36.60
2647,2647,451,3,84.17
2648,2648,514,7,95.94
2649,2649,466,8,79.97
2650,2650,38,7,4.52
2651,2651,290,8,46.45
2652,2652,585,5,81.05
2653,2653,556,9,29.46
2654,2654,274,1,51.42
2655,2655,451,13,84.17
2656,2656,684,3,7.05
2657,2657,565,3,22.78
2658,2658,23,13,72.21
2659,2659,668,6,20.47
2660,2660,273,12,39.20
2661,2661,111,3,5.49
2662,2662,485,9,72.84
2663,2663,592,5,64.35
2664,2664,2,6,31.89
2665,2665,485,7,72.84
2666,2666,167,4,1.47
2667,2667,128,4,17.19
2668,2668,142,9,86.85
2669,2669,326,2,52.55
2670,2670,451,4,84.17
2671,2671,527,7,34.34
2672,2672,533,10,56.81
2673,2673,332,3,10.21
2674,2674,62,5,4.99
2675,2675,61,10,64.65
2676,2676,119,10,89.84
2677,2677,414,2,85.80
2678,2678,209,3,75.65
2679,2679,555,4,94.55
2680,2680,647,1,73.47
2681,2681,67,5,96.22
2682,2682,647,8,73.47
2683,2683,31,8,60.36
2684,2684,465,11,10.60
2685,2685,732,15,78.30
2686,2686,15,13,48.23
2687,2687,128,7,17.19
2688,2688,593,11,53.54
2689,2689,333,1,47.09
2690,2690,633,11,15.79
2691,2691,665,12,77.01
2692,2692,678,5,41.76
2693,2693,645,5,2.62
2694,2694,437,11,96.71
2695,2695,253,14,49.69
2696,2696,703,11,90.36
2697,2697,505,4,66.23
2698,2698,414,1,85.80
2699,2699,557,2,50.37
2700,2700,42,5,90.71
2701,2701,38,1,4.52
2702,2702,65,12,33.15
2703,2703,211,4,96.20
2704,2704,107,2,87.51
2705,2705,653,6,71.73
2706,2706,695,15,91.73
2707,2707,13,9,48.21
2708,2708,232,15,92.25
2709,2709,370,5,9.57
2710,2710,404,3,63.09
2711,2711,159,6,91.71
2712,2712,331,9,36.60
2713,2713,428,10,85.37
2714,2714,398,1,28.87
2715,2715,705,3,10.66
2716,2716,79,10,72.95
2717,2717,530,1,37.58
2718,2718,163,12,12.01
2719,2719,726,11,71.33
2720,2720,141,5,60.20
2721,2721,25,2,97.41
2722,2722,452,1,60.59
2723,2723,686,2,75.69
2724,2724,574,15,99.79
2725,2725,60,3,23.30
2726,2726,78,2,22.92
2727,2727,208,9,9.29
2728,2728,56,2,86.50
2729,2729,407,1,82.03
2730,2730,364,5,64.35
2731,2731,600,12,74.55
2732,2732,407,5,82.03
2733,2733,234,4,65.82
2734,2734,700,3,45.46
2735,2735,546,11,6.65
2736,2736,628,6,70.20
2737,2737,5,2,14.80
2738,2738,387,6,86.59
2739,2739,421,9,15.49
2740,2740,194,3,84.17
2741,2741,458,1,17.06
2742,2742,205,7,9.39
2743,2743,402,15,3.99
2744,2744,646,3,43.54
2745,2745,522,14,54.16
2746,2746,673,10,93.99
2747,2747,296,9,33.43
2748,2748,210,14,15.99
2749,2749,161,6,56.65
2750,2750,178,11,73.85
2751,2751,403,3,8.21
2752,2752,733,13,90.99
2753,2753,203,10,7.17
2754,2754,315,2,56.61
2755,2755,216,11,61.43
2756,2756,136,3,24.47
2757,2757,31,9,60.36
2758,2758,495,8,53.90
2759,2759,131,12,56.21
2760,2760,672,1,53.64
2761,2761,716,12,35.85
2762,2762,61,9,64.65
2763,2763,409,8,15.19
2764,2764,360,3,51.17
2765,2765,574,2,99.79
2766,2766,287,9,92.02
2767,2767,466,3,79.97
2768,2768,716,13,35.85
2769,2769,680,7,7.92
2770,2770,505,10,66.23
2771,2771,483,4,45.45
2772,2772,149,12,55.88
2773,2773,46,15,98.41
2774,2774,533,7,56.81
2775,2775,275,4,58.47
2776,2776,528,9,57.97
2777,2777,314,11,57.19
2778,2778,734,7,9.29
2779,2779,477,13,49.58
2780,2780,181,15,87.83
2781,2781,227,2,75.69
2782,2782,591,8,33.78
2783,2783,23,3,72.21
2784,2784,593,14,53.54
2785,2785,644,1,62.01
2786,2786,692,14,46.29
2787,2787,28,6,56.51
2788,2788,313,9,16.35
2789,2789,729,12,28.63
2790,2790,455,14,98.19
2791,2791,87,1,95.03
2792,2792,569,15,77.61
2793,2793,334,14,78.75
2794,2794,712,15,90.10
2795,2795,307,2,83.13
2796,2796,151,5,48.30
2797,2797,581,2,53.41
2798,2798,202,9,85.16
2799,2799,16,2,34.77
2800,2800,225,3,48.67
2801,2801,326,11,52.55
2802,2802,204,14,65.71
2803,2803,43,9,40.27
2804,2804,352,3,74.44
2805,2805,129,6,69.70
2806,2806,338,14,55.76
2807,2807,552,7,88.51
2808,2808,245,5,93.89
2809,2809,319,2,29.55
2810,2810,109,11,72.34
2811,2811,340,15,75.70
2812,2812,621,11,12.39
2813,2813,583,10,40.34
2814,2814,305,6,61.94
2815,2815,522,13,54.16
2816,2816,197,12,69.23
2817,2817,169,5,55.67
2818,2818,251,7,69.13
2819,2819,748,14,69.20
2820,2820,736,14,66.22
2821,2821,685,15,6.69
2822,2822,467,9,37.55
2823,2823,280,12,65.21
2824,2824,746,7,75.07
2825,2825,643,5,98.10
2826,2826,224,10,18.51
2827,2827,690,5,63.50
2828,2828,527,5,34.34
2829,2829,566,1,4.03
2830,2830,500,9,90.88
2831,2831,51,6,8.70
2832,2832,256,15,45.23
2833,2833,374,5,16.70
2834,2834,352,11,74.44
2835,2835,637,6,87.56
2836,2836,629,6,75.40
2837,2837,484,10,95.82
2838,2838,532,14,65.22
2839,2839,457,13,74.62
2840,2840,690,10,63.50
2841,2841,577,13,79.25
2842,2842,65,8,33.15
2843,2843,94,13,26.44
2844,2844,273,14,39.20
2845,2845,334,10,78.75
2846,2846,102,15,29.94
2847,2847,255,12,79.94
2848,2848,220,5,2.29
2849,2849,333,11,47.09
2850,2850,256,8,45.23
2851,2851,280,5,65.21
2852,2852,632,7,24.62
2853,2853,70,4,35.21
2854,2854,702,3,45.25
2855,2855,298,10,38.62
2856,2856,136,13,24.47
2857,2857,537,8,43.15
2858,2858,25,11,97.41
2859,2859,12,14,49.63
2860,2860,734,11,9.29
2861,2861,635,14,5.01
2862,2862,221,3,39.25
2863,2863,700,4,45.46
2864,2864,585,5,81.05
2865,2865,76,5,12.71
2866,2866,123,13,82.11
2867,2867,387,13,86.59
2868,2868,64,8,71.17
2869,2869,661,8,38.31
2870,2870,111,9,5.49
2871,2871,72,6,51.41
2872,2872,25,7,97.41
2873,2873,658,11,66.20
2874,2874,217,9,18.11
2875,2875,608,3,96.07
2876,2876,138,5,34.46
2877,2877,366,8,53.78
2878,2878,666,5,2.73
2879,2879,732,6,78.30
2880,2880,159,9,91.71
2881,2881,100,6,82.07
2882,2882,22,11,45.79
2883,2883,560,12,99.13
2884,2884,482,7,37.93
2885,2885,731,13,14.19
2886,2886,709,8,55.44
2887,2887,600,7,74.55
2888,2888,123,5,82.11
2889,2889,314,1,57.19
2890,2890,453,14,2.24
2891,2891,570,15,84.06
2892,2892,739,3,81.18
2893,2893,487,14,35.87
2894,2894,215,2,58.80
2895,2895,367,8,44.50
2896,2896,437,5,96.71
2897,2897,332,5,10.21
2898,2898,352,5,74.44
2899,2899,11,15,93.78
2900,2900,499,2,65.31
2901,2901,211,13,96.20
2902,2902,306,11,8.60
2903,2903,149,1,55.88
2904,2904,576,3,54.96
2905,2905,183,10,96.01
2906,2906,688,5,67.11
2907,2907,639,6,2.27
2908,2908,380,9,53.38
2909,2909,735,5,82.77
2910,2910,281,14,60.14
2911,2911,702,2,45.25
2912,2912,416,3,10.26
2913,2913,723,13,25.62
2914,2914,118,5,2.65
2915,2915,672,13,53.64
2916,2916,2,1,31.89
2917,2917,244,12,13.51
2918,2918,465,10,10.60
2919,2919,90,15,48.58
2920,2920,557,7,50.37
2921,2921,264,10,42.54
2922,2922,400,4,65.13
2923,2923,458,10,17.06
2924,2924,338,5,55.76
2925,2925,317,9,6.19
2926,2926,571,15,85.71
2927,2927,401,1,81.05
2928,2928,291,15,11.52
2929,2929,251,2,69.13
2930,2930,382,6,15.00
2931,2931,406,12,44.61
2932,2932,136,12,24.47
2933,2933,210,2,15.99
2934,2934,642,9,1.28
2935,2935,329,15,96.43
2936,2936,468,3,6.94
2937,2937,605,12,59.92
2938,2938,117,14,73.62
2939,2939,271,13,55.58
2940,2940,252,5,52.32
2941,2941,449,15,24.85
2942,2942,736,9,66.22
2943,2943,82,13,16.96
2944,2944,453,12,2.24
2945,2945,517,12,21.51
2946,2946,478,7,39.18
2947,2947,87,2,95.03
2948,2948,500,7,90.88
2949,2949,740,7,16.84
2950,2950,701,8,84.63
2951,2951,532,14,65.22
2952,2952,559,15,78.18
2953,2953,446,14,88.24
2954,2954,554,6,42.86
2955,2955,680,12,7.92
2956,2956,240,6,78.61
2957,2957,658,15,66.20
2958,2958,319,8,29.55
2959,2959,372,10,12.18
2960,2960,152,10,38.78
2961,2961,395,10,84.78
2962,2962,18,7,92.90
2963,2963,405,5,87.17
2964,2964,468,11,6.94
2965,2965,377,11,77.05
2966,2966,480,9,35.02
2967,2967,516,3,48.92
2968,2968,392,8,7.19
2969,2969,409,1,15.19
2970,2970,120,8,5.00
2971,2971,121,11,77.18
2972,2972,247,12,44.59
2973,2973,119,3,89.84
2974,2974,605,1,59.92
2975,2975,416,2,10.26
2976,2976,265,5,61.99
2977,2977,78,7,22.92
2978,2978,344,9,97.07
2979,2979,736,5,66.22
2980,2980,396,2,23.11
2981,2981,521,7,81.09
2982,2982,666,9,2.73
2983,2983,266,1,28.98
2984,2984,82,7,16.96
2985,2985,360,6,51.17
2986,2986,55,15,75.97
2987,2987,693,11,96.76
2988,2988,299,2,67.61
2989,2989,167,10,1.47
2990,2990,687,1,73.27
2991,2991,682,12,49.45
2992,2992,601,11,70.25
2993,2993,206,2,82.79
2994,2994,728,4,32.28
2995,2995,21,3,60.12
2996,2996,169,12,55.67
2997,2997,31,5,60.36
2998,2998,400,15,65.13
2999,2999,405,5,87.17
3000,3000,75,7,94.96
3001,3001,658,12,66.20
3002,3002,66,8,97.85
3003,3003,603,3,75.92
3004,3004,570,8,84.06
3005,3005,288,11,91.20
3006,3006,482,10,37.93
3007,3007,42,12,90.71
3008,3008,267,14,30.67
3009,3009,457,4,74.62
3010,3010,735,3,82.77
3011,3011,53,1,10.70
3012,3012,310,6,5.22
3013,3013,640,12,93.32
3014,3014,18,15,92.90
3015,3015,421,6,15.49
3016,3016,551,12,12.12
3017,3017,740,15,16.84
3018,3018,549,15,43.14
3019,3019,524,11,23.49
3020,3020,222,10,87.18
3021,3021,289,2,12.48
3022,3022,29,11,63.67
3023,3023,26,3,77.15
3024,3024,42,2,90.71
3025,3025,133,13,54.27
3026,3026,537,4,43.15
3027,3027,38,15,4.52
3028,3028,76,8,12.71
3029,3029,265,12,61.99
3030,3030,349,1,62.62
3031,3031,196,15,80.00
3032,3032,686,7,75.69
3033,3033,591,7,33.78
3034,3034,145,6,45.38
3035,3035,453,11,2.24
3036,3036,330,14,41.26
3037,3037,291,15,11.52
3038,3038,462,10,64.57
3039,3039,686,12,75.69
3040,3040,543,6,71.12
3041,3041,659,8,10.47
3042,3042,164,3,47.66
3043,3043,342,11,41.70
3044,3044,469,12,40.76
3045,3045,567,5,63.94
3046,3046,679,8,61.32
3047,3047,192,11,20.43
3048,3048,421,11,15.49
3049,3049,31,5,60.36
3050,3050,389,10,94.58
3051,3051,355,5,38.01
3052,3052,605,9,59.92
3053,3053,461,11,80.09
3054,3054,489,13,33.49
3055,3055,312,9,53.63
3056,3056,90,14,48.58
3057,3057,267,4,30.67
3058,3058,313,5,16.35
3059,3059,13,11,48.21
3060,3060,626,14,89.90
3061,3061,89,11,68.94
3062,3062,68,10,99.52
3063,3063,72,6,51.41
3064,3064,156,2,25.33
3065,3065,565,14,22.78
3066,3066,103,8,26.28
3067,3067,323,13,75.11
3068,3068,553,12,71.14
3069,3069,294,11,37.83
3070,3070,563,14,61.58
3071,3071,433,2,27.26
3072,3072,473,11,37.77
3073,3073,318,7,55.70
3074,3074,171,2,92.42
3075,3075,651,8,63.42
3076,3076,490,13,47.17
3077,3077,496,10,67.39
3078,3078,261,10,35.17
3079,3079,567,11,63.94
3080,3080,549,14,43.14
3081,3081,293,4,53.29
3082,3082,570,11,84.06
3083,3083,471,15,73.68
3084,3084,646,13,43.54
3085,3085,313,14,16.35
3086,3086,378,5,83.19
3087,3087,202,5,85.16
3088,3088,625,2,60.23
3089,3089,268,11,59.82
3090,3090,216,12,61.43
3091,3091,274,4,51.42
3092,3092,723,12,25.62
3093,3093,541,14,6.95
3094,3094,537,5,43.15
3095,3095,311,13,23.09
3096,3096,695,1,91.73
3097,3097,291,13,11.52
3098,3098,119,9,89.84
3099,3099,471,13,73.68
3100,3100,499,5,65.31
3101,3101,330,13,41.26
3102,3102,155,4,90.08
3103,3103,532,3,65.22
3104,3104,695,8,91.73
3105,3105,380,13,53.38
3106,3106,562,13,40.39
3107,3107,171,14,92.42
3108,3108,669,5,71.02
3109,3109,582,11,33.54
3110,3110,150,13,80.57
3111,3111,505,15,66.23
3112,3112,574,6,99.79
3113,3113,607,4,61.89
3114,3114,560,12,99.13
3115,3115,229,3,80.74
3116,3116,213,14,72.03
3117,3117,378,2,83.19
3118,3118,501,14,9.52
3119,3119,620,6,46.75
3120,3120,99,1,60.06
3121,3121,132,12,22.76
3122,3122,361,11,71.15
3123,3123,662,9,67.42
3124,3124,725,2,59.73
3125,3125,139,11,37.91
3126,3126,19,15,45.11
3127,3127,429,9,45.10
3128,3128,588,4,3.47
3129,3129,151,13,48.30
3130,3130,493,12,69.30
3131,3131,508,5,18.60
3132,3132,313,1,16.35
3133,3133,42,15,90.71
3134,3134,18,10,92.90
3135,3135,713,12,89.85
3136,3136,511,3,12.37
3137,3137,416,12,10.26
3138,3138,545,8,33.16
3139,3139,729,11,28.63
3140,3140,510,4,7.04
3141,3141,360,6,51.17
3142,3142,270,14,40.62
3143,3143,270,4,40.62
3144,3144,539,13,15.86
3145,3145,387,3,86.59
3146,3146,315,7,56.61
3147,3147,415,1,80.31
3148,3148,379,10,70.10
3149,3149,648,9,63.80
3150,3150,603,13,75.92
3151,3151,319,11,29.55
3152,3152,539,14,15.86
3153,3153,235,13,8.80
3154,3154,308,1,16.91
3155,3155,85,12,88.08
3156,3156,250,15,16.80
3157,3157,245,1,93.89
3158,3158,475,13,97.03
3159,3159,139,15,37.91
3160,3160,20,14,35.55
3161,3161,431,7,12.46
3162,3162,596,15,21.12
3163,3163,186,14,96.57
3164,3164,642,8,1.28
3165,3165,402,15,3.99
3166,3166,82,14,16.96
3167,3167,703,8,90.36
3168,3168,267,14,30.67
3169,3169,729,15,28.63
3170,3170,592,12,64.35
3171,3171,23,15,72.21
3172,3172,589,1,75.98
3173,3173,623,5,39.60
3174,3174,600,3,74.55
3175,3175,381,15,63.25
3176,3176,103,2,26.28
3177,3177,123,7,82.11
3178,3178,303,2,95.60
3179,3179,396,5,23.11
3180,3180,323,9,75.11
3181,3181,424,7,91.88
3182,3182,400,2,65.13
3183,3183,730,14,89.96
3184,3184,200,8,54.69
3185,3185,309,11,8.39
3186,3186,196,12,80.00
3187,3187,50,6,47.01
3188,3188,413,5,44.27
3189,3189,415,2,80.31
3190,3190,86,4,69.63
3191,3191,682,2,49.45
3192,3192,152,6,38.78
3193,3193,214,6,14.81
3194,3194,613,9,76.57
3195,3195,173,14,5.09
3196,3196,524,7,23.49
3197,3197,601,8,70.25
3198,3198,681,6,40.09
3199,3199,103,13,26.28
3200,3200,722,6,16.50
3201,3201,298,11,38.62
3202,3202,76,2,12.71
3203,3203,236,3,60.94
3204,3204,199,15,54.34
3205,3205,287,13,92.02
3206,3206,88,11,13.14
3207,3207,328,15,84.65
3208,3208,625,7,60.23
3209,3209,639,5,2.27
3210,3210,573,10,37.77
3211,3211,194,6,84.17
3212,3212,3,15,66.71
3213,3213,182,5,51.37
3214,3214,150,2,80.57
3215,3215,202,14,85.16
3216,3216,561,10,95.92
3217,3217,697,9,79.63
3218,3218,302,13,87.79
3219,3219,171,8,92.42
3220,3220,695,13,91.73
3221,3221,714,15,86.01
3222,3222,732,4,78.30
3223,3223,18,13,92.90
3224,3224,144,13,57.83
3225,3225,666,11,2.73
3226,3226,646,7,43.54
3227,3227,481,1,44.55
3228,3228,469,15,40.76
3229,3229,150,4,80.57
3230,3230,92,11,66.76
3231,3231,11,7,93.78
3232,3232,527,1,34.34
3233,3233,351,13,36.85
3234,3234,174,7,11.09
3235,3235,566,10,4.03
3236,3236,60,9,23.30
3237,3237,99,2,60.06
3238,3238,317,10,6.19
3239,3239,535,10,57.11
3240,3240,225,12,48.67
3241,3241,267,14,30.67
3242,3242,661,8,38.31
3243,3243,255,4,79.94
3244,3244,41,4,73.33
3245,3245,189,5,65.81
3246,3246,70,2,35.21
3247,3247,533,10,56.81
3248,3248,207,12,70.54
3249,3249,183,12,96.01
3250,3250,294,3,37.83
3251,3251,172,6,68.30
3252,3252,727,1,81.76
3253,3253,116,1,31.30
3254,3254,651,1,63.42
3255,3255,656,4,19.82
